dis_name,dis_description,dis_symptoms,dis_precaution,kfold,encoded_dis_name
dengue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",  skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body,"['drink papaya leaf juice', 'avoid fatty spicy food', 'keep mosquitos away', 'keep hydrated']",5.0,11
dengue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body,"['drink papaya leaf juice', 'avoid fatty spicy food', 'keep mosquitos away', 'keep hydrated']",5.0,11
dengue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",  skin rash  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body,"['drink papaya leaf juice', 'avoid fatty spicy food', 'keep mosquitos away', 'keep hydrated']",2.0,11
dengue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",  skin rash  chills  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body,"['drink papaya leaf juice', 'avoid fatty spicy food', 'keep mosquitos away', 'keep hydrated']",5.0,11
dengue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",  skin rash  chills  joint pain  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body,"['drink papaya leaf juice', 'avoid fatty spicy food', 'keep mosquitos away', 'keep hydrated']",3.0,11
dengue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",  skin rash  chills  joint pain  vomiting  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body,"['drink papaya leaf juice', 'avoid fatty spicy food', 'keep mosquitos away', 'keep hydrated']",2.0,11
dengue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",  skin rash  chills  joint pain  vomiting  fatigue  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body,"['drink papaya leaf juice', 'avoid fatty spicy food', 'keep mosquitos away', 'keep hydrated']",1.0,11
typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",  chills  vomiting  fatigue  high fever  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain,"['eat high calorie vegitables', 'antiboitic therapy', 'consult doctor', 'medication']",4.0,38
typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",  chills  vomiting  fatigue  high fever  headache  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain,"['eat high calorie vegitables', 'antiboitic therapy', 'consult doctor', 'medication']",1.0,38
typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",  chills  vomiting  fatigue  high fever  headache  nausea  abdominal pain  diarrhoea  toxic look (typhos)  belly pain,"['eat high calorie vegitables', 'antiboitic therapy', 'consult doctor', 'medication']",4.0,38
typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",  chills  vomiting  fatigue  high fever  headache  nausea  constipation  diarrhoea  toxic look (typhos)  belly pain,"['eat high calorie vegitables', 'antiboitic therapy', 'consult doctor', 'medication']",5.0,38
typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",  chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  toxic look (typhos)  belly pain,"['eat high calorie vegitables', 'antiboitic therapy', 'consult doctor', 'medication']",4.0,38
typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",  chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  belly pain,"['eat high calorie vegitables', 'antiboitic therapy', 'consult doctor', 'medication']",5.0,38
typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",  chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos),"['eat high calorie vegitables', 'antiboitic therapy', 'consult doctor', 'medication']",3.0,38
typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",  chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain,"['eat high calorie vegitables', 'antiboitic therapy', 'consult doctor', 'medication']",2.0,38
typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",  chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain,"['eat high calorie vegitables', 'antiboitic therapy', 'consult doctor', 'medication']",2.0,38
typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",  chills  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain,"['eat high calorie vegitables', 'antiboitic therapy', 'consult doctor', 'medication']",2.0,38
hepatitis a,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,  joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain,"['Consult nearest hospital', 'wash hands through', 'avoid fatty spicy food', 'medication']",4.0,19
hepatitis a,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,  joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain,"['Consult nearest hospital', 'wash hands through', 'avoid fatty spicy food', 'medication']",2.0,19
hepatitis a,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain,"['Consult nearest hospital', 'wash hands through', 'avoid fatty spicy food', 'medication']",3.0,19
hepatitis a,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,  joint pain  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain,"['Consult nearest hospital', 'wash hands through', 'avoid fatty spicy food', 'medication']",5.0,19
hepatitis a,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,  joint pain  vomiting  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain,"['Consult nearest hospital', 'wash hands through', 'avoid fatty spicy food', 'medication']",1.0,19
hepatitis a,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,  joint pain  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain,"['Consult nearest hospital', 'wash hands through', 'avoid fatty spicy food', 'medication']",2.0,19
hepatitis a,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,  joint pain  vomiting  yellowish skin  dark urine  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain,"['Consult nearest hospital', 'wash hands through', 'avoid fatty spicy food', 'medication']",2.0,19
hepatitis a,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,  joint pain  vomiting  yellowish skin  dark urine  nausea  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain,"['Consult nearest hospital', 'wash hands through', 'avoid fatty spicy food', 'medication']",2.0,19
hepatitis a,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,  joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  diarrhoea  mild fever  yellowing of eyes  muscle pain,"['Consult nearest hospital', 'wash hands through', 'avoid fatty spicy food', 'medication']",4.0,19
hepatitis a,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,  joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  mild fever  yellowing of eyes  muscle pain,"['Consult nearest hospital', 'wash hands through', 'avoid fatty spicy food', 'medication']",3.0,19
hepatitis b,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.", itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,"['consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",4.0,20
hepatitis b,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.", itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,"['consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",3.0,20
hepatitis b,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.",  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,"['consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",4.0,20
hepatitis b,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.", itching  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,"['consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",3.0,20
hepatitis b,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.", itching  fatigue  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,"['consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",5.0,20
hepatitis b,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.", itching  fatigue  lethargy  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,"['consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",3.0,20
hepatitis b,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.", itching  fatigue  lethargy  yellowish skin  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,"['consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",1.0,20
hepatitis b,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.", itching  fatigue  lethargy  yellowish skin  dark urine  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,"['consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",3.0,20
hepatitis b,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.", itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,"['consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",4.0,20
hepatitis b,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.", itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,"['consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",1.0,20
hepatitis c,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",  fatigue  yellowish skin  nausea  loss of appetite  family history,"['Consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",1.0,21
hepatitis c,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",  fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history,"['Consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",3.0,21
hepatitis c,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history,"['Consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",4.0,21
hepatitis c,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",  fatigue  nausea  loss of appetite  yellowing of eyes  family history,"['Consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",1.0,21
hepatitis c,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",  fatigue  yellowish skin  loss of appetite  yellowing of eyes  family history,"['Consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",3.0,21
hepatitis c,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",  fatigue  yellowish skin  nausea  yellowing of eyes  family history,"['Consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",2.0,21
hepatitis c,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",  fatigue  yellowish skin  nausea  loss of appetite  family history,"['Consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",5.0,21
hepatitis c,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",  fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes,"['Consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",2.0,21
hepatitis c,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",  fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history,"['Consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",3.0,21
hepatitis c,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",  fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history,"['Consult nearest hospital', 'vaccination', 'eat healthy', 'medication']",2.0,21
hepatitis d,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",  joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,"['consult doctor', 'medication', 'eat healthy', 'follow up']",4.0,22
hepatitis d,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,"['consult doctor', 'medication', 'eat healthy', 'follow up']",3.0,22
hepatitis d,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",  joint pain  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,"['consult doctor', 'medication', 'eat healthy', 'follow up']",5.0,22
hepatitis d,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",  joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,"['consult doctor', 'medication', 'eat healthy', 'follow up']",2.0,22
hepatitis d,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",  joint pain  vomiting  fatigue  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,"['consult doctor', 'medication', 'eat healthy', 'follow up']",1.0,22
hepatitis d,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",  joint pain  vomiting  fatigue  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes,"['consult doctor', 'medication', 'eat healthy', 'follow up']",4.0,22
hepatitis d,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",  joint pain  vomiting  fatigue  yellowish skin  dark urine  loss of appetite  abdominal pain  yellowing of eyes,"['consult doctor', 'medication', 'eat healthy', 'follow up']",5.0,22
hepatitis d,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",  joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  abdominal pain  yellowing of eyes,"['consult doctor', 'medication', 'eat healthy', 'follow up']",4.0,22
hepatitis d,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",  joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  yellowing of eyes,"['consult doctor', 'medication', 'eat healthy', 'follow up']",4.0,22
hepatitis d,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",  joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain,"['consult doctor', 'medication', 'eat healthy', 'follow up']",1.0,22
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",3.0,23
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",4.0,23
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",1.0,23
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",1.0,23
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  joint pain  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",1.0,23
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  joint pain  vomiting  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",4.0,23
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",4.0,23
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  joint pain  vomiting  fatigue  high fever  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",5.0,23
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  joint pain  vomiting  fatigue  high fever  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",4.0,23
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",3.0,23
alcoholic hepatitis,"Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol",  vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,"['stop alcohol consumption', 'consult doctor', 'medication', 'follow up']",3.0,3
alcoholic hepatitis,"Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol",  vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,"['stop alcohol consumption', 'consult doctor', 'medication', 'follow up']",4.0,3
alcoholic hepatitis,"Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol",  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,"['stop alcohol consumption', 'consult doctor', 'medication', 'follow up']",4.0,3
alcoholic hepatitis,"Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol",  vomiting  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,"['stop alcohol consumption', 'consult doctor', 'medication', 'follow up']",2.0,3
